SCHOOL_YEAR,LEVEL_CODE,DIV_NUM,DIV_NAME,SCH_NUM,SCH_NAME,FEDERAL_RACE_CODE,GENDER,DISABILITY_FLAG,LEP_FLAG,DISADVANTAGED_FLAG,CTE_PROGRAM_NUM,CTE_PROGRAM_NAME,COMPLETER_CNT
2014-2015,DIV,6,Appomattox County ,,,,M,,,,,,31
2014-2015,DIV,6,Appomattox County ,,,,,N,N,N,,,42
2014-2015,DIV,6,Appomattox County ,,,,,N,N,Y,,,31
2014-2015,DIV,6,Appomattox County ,,,,,N,N,,,,73
2014-2015,DIV,6,Appomattox County ,,,,,N,,N,,,42
2014-2015,DIV,6,Appomattox County ,,,,,N,,Y,,,31
2014-2015,DIV,6,Appomattox County ,,,,,N,,,,,73
2014-2015,DIV,6,Appomattox County ,,,,,,N,N,,,42
2014-2015,DIV,6,Appomattox County ,,,,,,N,Y,,,32
2014-2015,DIV,6,Appomattox County ,,,,,,N,,,,74
2014-2015,DIV,6,Appomattox County ,,,,,,,N,,,42
2014-2015,DIV,6,Appomattox County ,,,,,,,Y,,,32
2014-2015,DIV,6,Appomattox County ,,,,,,,,,,74
2014-2015,DIV,7,Arlington County ,,,,,,,,0103,Animal Systems,11
2014-2015,DIV,7,Arlington County ,,,,M,N,N,,0201,Design/Pre-Construction,13
2014-2015,DIV,7,Arlington County ,,,,M,N,,,0201,Design/Pre-Construction,13
2014-2015,DIV,7,Arlington County ,,,,M,,N,,0201,Design/Pre-Construction,14
2014-2015,DIV,7,Arlington County ,,,,M,,,,0201,Design/Pre-Construction,14
2014-2015,DIV,7,Arlington County ,,,,,N,N,,0201,Design/Pre-Construction,14
2014-2015,DIV,7,Arlington County ,,,,,N,,,0201,Design/Pre-Construction,14
2014-2015,DIV,7,Arlington County ,,,,,,N,,0201,Design/Pre-Construction,15
2014-2015,DIV,7,Arlington County ,,,,,,,,0201,Design/Pre-Construction,15
2014-2015,DIV,7,Arlington County ,,,4,,N,N,,0405,Administrative Support,11
2014-2015,DIV,7,Arlington County ,,,4,,N,,,0405,Administrative Support,13
2014-2015,DIV,7,Arlington County ,,,4,,,N,,0405,Administrative Support,11
2014-2015,DIV,7,Arlington County ,,,4,,,,,0405,Administrative Support,13
2014-2015,DIV,7,Arlington County ,,,,M,N,N,N,0405,Administrative Support,13
2014-2015,DIV,7,Arlington County ,,,,M,N,N,,0405,Administrative Support,20
2014-2015,DIV,7,Arlington County ,,,,M,N,,N,0405,Administrative Support,14
2014-2015,DIV,7,Arlington County ,,,,M,N,,,0405,Administrative Support,23
2014-2015,DIV,7,Arlington County ,,,,M,,N,N,0405,Administrative Support,14
2014-2015,DIV,7,Arlington County ,,,,M,,N,,0405,Administrative Support,22
2014-2015,DIV,7,Arlington County ,,,,M,,,N,0405,Administrative Support,15
2014-2015,DIV,7,Arlington County ,,,,M,,,,0405,Administrative Support,25
2014-2015,DIV,7,Arlington County ,,,,,N,N,N,0405,Administrative Support,17
2014-2015,DIV,7,Arlington County ,,,,,N,N,,0405,Administrative Support,26
2014-2015,DIV,7,Arlington County ,,,,,N,,N,0405,Administrative Support,18
2014-2015,DIV,7,Arlington County ,,,,,N,,Y,0405,Administrative Support,12
2014-2015,DIV,7,Arlington County ,,,,,N,,,0405,Administrative Support,30
2014-2015,DIV,7,Arlington County ,,,,,,N,N,0405,Administrative Support,19
2014-2015,DIV,7,Arlington County ,,,,,,N,,0405,Administrative Support,29
2014-2015,DIV,7,Arlington County ,,,,,,,N,0405,Administrative Support,20
2014-2015,DIV,7,Arlington County ,,,,,,,Y,0405,Administrative Support,13
2014-2015,DIV,7,Arlington County ,,,,,,,,0405,Administrative Support,33
2014-2015,DIV,7,Arlington County ,,,,F,N,,,0503,Teaching/Training,11
2014-2015,DIV,7,Arlington County ,,,,F,,N,,0503,Teaching/Training,11
2014-2015,DIV,7,Arlington County ,,,,F,,,,0503,Teaching/Training,12
2014-2015,DIV,7,Arlington County ,,,,,N,,,0503,Teaching/Training,11
2014-2015,DIV,7,Arlington County ,,,,,,N,,0503,Teaching/Training,13
2014-2015,DIV,7,Arlington County ,,,,,,,,0503,Teaching/Training,14
2014-2015,DIV,7,Arlington County ,,,4,M,,,,0704,Planning,15
2014-2015,DIV,7,Arlington County ,,,4,,N,,,0704,Planning,11
2014-2015,DIV,7,Arlington County ,,,4,,,N,,0704,Planning,12
2014-2015,DIV,7,Arlington County ,,,4,,,,,0704,Planning,19
2014-2015,DIV,7,Arlington County ,,,5,,,,,0704,Planning,11
2014-2015,DIV,7,Arlington County ,,,,M,N,N,N,0704,Planning,12
2014-2015,DIV,7,Arlington County ,,,,M,N,N,,0704,Planning,19
2014-2015,DIV,7,Arlington County ,,,,M,N,,N,0704,Planning,13
2014-2015,DIV,7,Arlington County ,,,,M,N,,,0704,Planning,22
2014-2015,DIV,7,Arlington County ,,,,M,Y,,,0704,Planning,11
2014-2015,DIV,7,Arlington County ,,,,M,,N,N,0704,Planning,15
2014-2015,DIV,7,Arlington County ,,,,M,,N,Y,0704,Planning,11
2014-2015,DIV,7,Arlington County ,,,,M,,N,,0704,Planning,26
2014-2015,DIV,7,Arlington County ,,,,M,,,N,0704,Planning,18
2014-2015,DIV,7,Arlington County ,,,,M,,,Y,0704,Planning,15
2014-2015,DIV,7,Arlington County ,,,,M,,,,0704,Planning,33
2014-2015,DIV,7,Arlington County ,,,,,N,N,N,0704,Planning,14
2014-2015,DIV,7,Arlington County ,,,,,N,N,,0704,Planning,22
2014-2015,DIV,7,Arlington County ,,,,,N,,N,0704,Planning,16
2014-2015,DIV,7,Arlington County ,,,,,N,,,0704,Planning,26
2014-2015,DIV,7,Arlington County ,,,,,Y,,,0704,Planning,14
2014-2015,DIV,7,Arlington County ,,,,,,N,N,0704,Planning,19
2014-2015,DIV,7,Arlington County ,,,,,,N,Y,0704,Planning,12
2014-2015,DIV,7,Arlington County ,,,,,,N,,0704,Planning,31
2014-2015,DIV,7,Arlington County ,,,,,,,N,0704,Planning,23
2014-2015,DIV,7,Arlington County ,,,,,,,Y,0704,Planning,17
2014-2015,DIV,7,Arlington County ,,,,,,,,0704,Planning,40
2014-2015,DIV,7,Arlington County ,,,,F,N,N,N,1003,Family and Community Services,11
2014-2015,DIV,7,Arlington County ,,,,F,N,N,,1003,Family and Community Services,14
2014-2015,DIV,7,Arlington County ,,,,F,N,,N,1003,Family and Community Services,11
2014-2015,DIV,7,Arlington County ,,,,F,N,,,1003,Family and Community Services,17
2014-2015,DIV,7,Arlington County ,,,,F,,N,N,1003,Family and Community Services,11
2014-2015,DIV,7,Arlington County ,,,,F,,N,,1003,Family and Community Services,15
2014-2015,DIV,7,Arlington County ,,,,F,,,N,1003,Family and Community Services,12
2014-2015,DIV,7,Arlington County ,,,,F,,,,1003,Family and Community Services,19
2014-2015,DIV,7,Arlington County ,,,,,N,N,N,1003,Family and Community Services,15
2014-2015,DIV,7,Arlington County ,,,,,N,N,,1003,Family and Community Services,19
2014-2015,DIV,7,Arlington County ,,,,,N,,N,1003,Family and Community Services,15
2014-2015,DIV,7,Arlington County ,,,,,N,,,1003,Family and Community Services,22
2014-2015,DIV,7,Arlington County ,,,,,,N,N,1003,Family and Community Services,17
2014-2015,DIV,7,Arlington County ,,,,,,N,,1003,Family and Community Services,22
2014-2015,DIV,7,Arlington County ,,,,,,,N,1003,Family and Community Services,18
2014-2015,DIV,7,Arlington County ,,,,,,,,1003,Family and Community Services,26
2014-2015,DIV,7,Arlington County ,,,4,F,N,N,,1004,Personal Care Services,15
2014-2015,DIV,7,Arlington County ,,,4,F,N,,,1004,Personal Care Services,17
2014-2015,DIV,7,Arlington County ,,,4,F,,N,,1004,Personal Care Services,17
2014-2015,DIV,7,Arlington County ,,,4,F,,,Y,1004,Personal Care Services,11
2014-2015,DIV,7,Arlington County ,,,4,F,,,,1004,Personal Care Services,19
2014-2015,DIV,7,Arlington County ,,,4,,N,N,,1004,Personal Care Services,15
2014-2015,DIV,7,Arlington County ,,,4,,N,,,1004,Personal Care Services,17
2014-2015,DIV,7,Arlington County ,,,4,,,N,,1004,Personal Care Services,17
2014-2015,DIV,7,Arlington County ,,,4,,,,Y,1004,Personal Care Services,11
2014-2015,DIV,7,Arlington County ,,,4,,,,,1004,Personal Care Services,19
2014-2015,DIV,7,Arlington County ,,,,F,N,N,Y,1004,Personal Care Services,13
2014-2015,DIV,7,Arlington County ,,,,F,N,N,,1004,Personal Care Services,23
2014-2015,DIV,7,Arlington County ,,,,F,N,,Y,1004,Personal Care Services,15
2014-2015,DIV,7,Arlington County ,,,,F,N,,,1004,Personal Care Services,25
2014-2015,DIV,7,Arlington County ,,,,F,,N,N,1004,Personal Care Services,12
2014-2015,DIV,7,Arlington County ,,,,F,,N,Y,1004,Personal Care Services,15
2014-2015,DIV,7,Arlington County ,,,,F,,N,,1004,Personal Care Services,27
2014-2015,DIV,7,Arlington County ,,,,F,,,N,1004,Personal Care Services,12
2014-2015,DIV,7,Arlington County ,,,,F,,,Y,1004,Personal Care Services,17
2014-2015,DIV,7,Arlington County ,,,,F,,,,1004,Personal Care Services,29
2014-2015,DIV,7,Arlington County ,,,,,N,N,Y,1004,Personal Care Services,13
2014-2015,DIV,7,Arlington County ,,,,,N,N,,1004,Personal Care Services,23
2014-2015,DIV,7,Arlington County ,,,,,N,,Y,1004,Personal Care Services,15
2014-2015,DIV,7,Arlington County ,,,,,N,,,1004,Personal Care Services,25
2014-2015,DIV,7,Arlington County ,,,,,,N,N,1004,Personal Care Services,12
2014-2015,DIV,7,Arlington County ,,,,,,N,Y,1004,Personal Care Services,15
2014-2015,DIV,7,Arlington County ,,,,,,N,,1004,Personal Care Services,27
2014-2015,DIV,7,Arlington County ,,,,,,,N,1004,Personal Care Services,12
2014-2015,DIV,7,Arlington County ,,,,,,,Y,1004,Personal Care Services,17
2014-2015,DIV,7,Arlington County ,,,,,,,,1004,Personal Care Services,29
2014-2015,DIV,7,Arlington County ,,,5,M,N,N,N,1104,Programming and Software Development,20
2014-2015,DIV,7,Arlington County ,,,5,M,N,N,,1104,Programming and Software Development,20
2014-2015,DIV,7,Arlington County ,,,5,M,N,,N,1104,Programming and Software Development,20
2014-2015,DIV,7,Arlington County ,,,5,M,N,,,1104,Programming and Software Development,20
2014-2015,DIV,7,Arlington County ,,,5,M,,N,N,1104,Programming and Software Development,21
2014-2015,DIV,7,Arlington County ,,,5,M,,N,,1104,Programming and Software Development,21
2014-2015,DIV,7,Arlington County ,,,5,M,,,N,1104,Programming and Software Development,21
2014-2015,DIV,7,Arlington County ,,,5,M,,,,1104,Programming and Software Development,21
2014-2015,DIV,7,Arlington County ,,,5,,N,N,N,1104,Programming and Software Development,25
2014-2015,DIV,7,Arlington County ,,,5,,N,N,,1104,Programming and Software Development,26
2014-2015,DIV,7,Arlington County ,,,5,,N,,N,1104,Programming and Software Development,25
2014-2015,DIV,7,Arlington County ,,,5,,N,,,1104,Programming and Software Development,26
2014-2015,DIV,7,Arlington County ,,,5,,,N,N,1104,Programming and Software Development,26
2014-2015,DIV,7,Arlington County ,,,5,,,N,,1104,Programming and Software Development,27
2014-2015,DIV,7,Arlington County ,,,5,,,,N,1104,Programming and Software Development,26
2014-2015,DIV,7,Arlington County ,,,5,,,,,1104,Programming and Software Development,27
2014-2015,DIV,7,Arlington County ,,,,M,N,N,N,1104,Programming and Software Development,25
2014-2015,DIV,7,Arlington County ,,,,M,N,N,Y,1104,Programming and Software Development,11
2014-2015,DIV,7,Arlington County ,,,,M,N,N,,1104,Programming and Software Development,36
2014-2015,DIV,7,Arlington County ,,,,M,N,,N,1104,Programming and Software Development,25
2014-2015,DIV,7,Arlington County ,,,,M,N,,Y,1104,Programming and Software Development,11
2014-2015,DIV,7,Arlington County ,,,,M,N,,,1104,Programming and Software Development,36
2014-2015,DIV,7,Arlington County ,,,,M,,N,N,1104,Programming and Software Development,26
2014-2015,DIV,7,Arlington County ,,,,M,,N,Y,1104,Programming and Software Development,11
2014-2015,DIV,7,Arlington County ,,,,M,,N,,1104,Programming and Software Development,37
2014-2015,DIV,7,Arlington County ,,,,M,,,N,1104,Programming and Software Development,26
2014-2015,DIV,7,Arlington County ,,,,M,,,Y,1104,Programming and Software Development,11
2014-2015,DIV,7,Arlington County ,,,,M,,,,1104,Programming and Software Development,37
2014-2015,DIV,7,Arlington County ,,,,,N,N,N,1104,Programming and Software Development,31
2014-2015,DIV,7,Arlington County ,,,,,N,N,Y,1104,Programming and Software Development,12
2014-2015,DIV,7,Arlington County ,,,,,N,N,,1104,Programming and Software Development,43
2014-2015,DIV,7,Arlington County ,,,,,N,,N,1104,Programming and Software Development,31
2014-2015,DIV,7,Arlington County ,,,,,N,,Y,1104,Programming and Software Development,12
2014-2015,DIV,7,Arlington County ,,,,,N,,,1104,Programming and Software Development,43
2014-2015,DIV,7,Arlington County ,,,,,,N,N,1104,Programming and Software Development,32
2014-2015,DIV,7,Arlington County ,,,,,,N,Y,1104,Programming and Software Development,12
2014-2015,DIV,7,Arlington County ,,,,,,N,,1104,Programming and Software Development,44
2014-2015,DIV,7,Arlington County ,,,,,,,N,1104,Programming and Software Development,32
2014-2015,DIV,7,Arlington County ,,,,,,,Y,1104,Programming and Software Development,12
2014-2015,DIV,7,Arlington County ,,,,,,,,1104,Programming and Software Development,44
2014-2015,DIV,7,Arlington County ,,,,M,N,N,N,1501,Engineering and Technology,13
2014-2015,DIV,7,Arlington County ,,,,M,N,N,,1501,Engineering and Technology,13
2014-2015,DIV,7,Arlington County ,,,,M,N,,N,1501,Engineering and Technology,13
2014-2015,DIV,7,Arlington County ,,,,M,N,,,1501,Engineering and Technology,15
2014-2015,DIV,7,Arlington County ,,,,M,,N,N,1501,Engineering and Technology,14
2014-2015,DIV,7,Arlington County ,,,,M,,N,,1501,Engineering and Technology,14
2014-2015,DIV,7,Arlington County ,,,,M,,,N,1501,Engineering and Technology,14
2014-2015,DIV,7,Arlington County ,,,,M,,,,1501,Engineering and Technology,16
2014-2015,DIV,7,Arlington County ,,,,,N,N,N,1501,Engineering and Technology,13
2014-2015,DIV,7,Arlington County ,,,,,N,N,,1501,Engineering and Technology,14
2014-2015,DIV,7,Arlington County ,,,,,N,,N,1501,Engineering and Technology,13
2014-2015,DIV,7,Arlington County ,,,,,N,,,1501,Engineering and Technology,16
2014-2015,DIV,7,Arlington County ,,,,,,N,N,1501,Engineering and Technology,14
2014-2015,DIV,7,Arlington County ,,,,,,N,,1501,Engineering and Technology,15
2014-2015,DIV,7,Arlington County ,,,,,,,N,1501,Engineering and Technology,14
2014-2015,DIV,7,Arlington County ,,,,,,,,1501,Engineering and Technology,17
2014-2015,DIV,7,Arlington County ,,,,M,,N,N,1601,Transportation Operations,11
2014-2015,DIV,7,Arlington County ,,,,M,,N,,1601,Transportation Operations,11
2014-2015,DIV,7,Arlington County ,,,,M,,,N,1601,Transportation Operations,12
2014-2015,DIV,7,Arlington County ,,,,M,,,,1601,Transportation Operations,13
2014-2015,DIV,7,Arlington County ,,,,,N,N,N,1601,Transportation Operations,11
2014-2015,DIV,7,Arlington County ,,,,,N,N,,1601,Transportation Operations,12
2014-2015,DIV,7,Arlington County ,,,,,N,,N,1601,Transportation Operations,12
2014-2015,DIV,7,Arlington County ,,,,,N,,,1601,Transportation Operations,13
2014-2015,DIV,7,Arlington County ,,,,,,N,N,1601,Transportation Operations,14
2014-2015,DIV,7,Arlington County ,,,,,,N,,1601,Transportation Operations,15
2014-2015,DIV,7,Arlington County ,,,,,,,N,1601,Transportation Operations,15
2014-2015,DIV,7,Arlington County ,,,,,,,,1601,Transportation Operations,17
2014-2015,DIV,7,Arlington County ,,,4,M,,,,1604,Facility and Mobile Equipment Maintenance,14
2014-2015,DIV,7,Arlington County ,,,4,,,,,1604,Facility and Mobile Equipment Maintenance,14
2014-2015,DIV,7,Arlington County ,,,,M,,N,,1604,Facility and Mobile Equipment Maintenance,14
2014-2015,DIV,7,Arlington County ,,,,M,,,N,1604,Facility and Mobile Equipment Maintenance,11
2014-2015,DIV,7,Arlington County ,,,,M,,,,1604,Facility and Mobile Equipment Maintenance,19
2014-2015,DIV,7,Arlington County ,,,,,,N,,1604,Facility and Mobile Equipment Maintenance,14
2014-2015,DIV,7,Arlington County ,,,,,,,N,1604,Facility and Mobile Equipment Maintenance,11
2014-2015,DIV,7,Arlington County ,,,,,,,,1604,Facility and Mobile Equipment Maintenance,19
2014-2015,DIV,7,Arlington County ,,,2,M,N,N,,,,16
2014-2015,DIV,7,Arlington County ,,,2,M,N,,,,,19
2014-2015,DIV,7,Arlington County ,,,2,M,,N,,,,16
2014-2015,DIV,7,Arlington County ,,,2,M,,,Y,,,11
2014-2015,DIV,7,Arlington County ,,,2,M,,,,,,20
2014-2015,DIV,7,Arlington County ,,,2,,N,N,N,,,12
2014-2015,DIV,7,Arlington County ,,,2,,N,N,,,,22
2014-2015,DIV,7,Arlington County ,,,2,,N,,N,,,12
2014-2015,DIV,7,Arlington County ,,,2,,N,,Y,,,13
2014-2015,DIV,7,Arlington County ,,,2,,N,,,,,25
2014-2015,DIV,7,Arlington County ,,,2,,,N,N,,,13
2014-2015,DIV,7,Arlington County ,,,2,,,N,,,,23
2014-2015,DIV,7,Arlington County ,,,2,,,,N,,,13
2014-2015,DIV,7,Arlington County ,,,2,,,,Y,,,14
2014-2015,DIV,7,Arlington County ,,,2,,,,,,,27
2014-2015,DIV,7,Arlington County ,,,3,F,N,N,,,,16
2014-2015,DIV,7,Arlington County ,,,3,F,N,,,,,16
2014-2015,DIV,7,Arlington County ,,,3,F,,N,N,,,11
2014-2015,DIV,7,Arlington County ,,,3,F,,N,,,,19
2014-2015,DIV,7,Arlington County ,,,3,F,,,N,,,11
2014-2015,DIV,7,Arlington County ,,,3,F,,,,,,20
2014-2015,DIV,7,Arlington County ,,,3,M,N,N,N,,,11
2014-2015,DIV,7,Arlington County ,,,3,M,N,N,,,,19
2014-2015,DIV,7,Arlington County ,,,3,M,N,,N,,,11
2014-2015,DIV,7,Arlington County ,,,3,M,N,,,,,20
2014-2015,DIV,7,Arlington County ,,,3,M,,N,N,,,13
2014-2015,DIV,7,Arlington County ,,,3,M,,N,Y,,,14
2014-2015,DIV,7,Arlington County ,,,3,M,,N,,,,27
2014-2015,DIV,7,Arlington County ,,,3,M,,,N,,,14
2014-2015,DIV,7,Arlington County ,,,3,M,,,Y,,,15
2014-2015,DIV,7,Arlington County ,,,3,M,,,,,,29
2014-2015,DIV,7,Arlington County ,,,3,,N,N,N,,,21
2014-2015,DIV,7,Arlington County ,,,3,,N,N,Y,,,14
2014-2015,DIV,7,Arlington County ,,,3,,N,N,,,,35
2014-2015,DIV,7,Arlington County ,,,3,,N,,N,,,21
2014-2015,DIV,7,Arlington County ,,,3,,N,,Y,,,15
2014-2015,DIV,7,Arlington County ,,,3,,N,,,,,36
2014-2015,DIV,7,Arlington County ,,,3,,Y,N,,,,11
2014-2015,DIV,7,Arlington County ,,,3,,Y,,,,,13
2014-2015,DIV,7,Arlington County ,,,3,,,N,N,,,24
2014-2015,DIV,7,Arlington County ,,,3,,,N,Y,,,22
2014-2015,DIV,7,Arlington County ,,,3,,,N,,,,46
2014-2015,DIV,7,Arlington County ,,,3,,,,N,,,25
2014-2015,DIV,7,Arlington County ,,,3,,,,Y,,,24
2014-2015,DIV,7,Arlington County ,,,3,,,,,,,49
2014-2015,DIV,7,Arlington County ,,,4,F,N,N,N,,,17
2014-2015,DIV,7,Arlington County ,,,4,F,N,N,Y,,,20
2014-2015,DIV,7,Arlington County ,,,4,F,N,N,,,,37
2014-2015,DIV,7,Arlington County ,,,4,F,N,,N,,,18
2014-2015,DIV,7,Arlington County ,,,4,F,N,,Y,,,28
2014-2015,DIV,7,Arlington County ,,,4,F,N,,,,,46
2014-2015,DIV,7,Arlington County ,,,4,F,Y,,,,,11
2014-2015,DIV,7,Arlington County ,,,4,F,,N,N,,,22
2014-2015,DIV,7,Arlington County ,,,4,F,,N,Y,,,23
2014-2015,DIV,7,Arlington County ,,,4,F,,N,,,,45
2014-2015,DIV,7,Arlington County ,,,4,F,,Y,,,,12
2014-2015,DIV,7,Arlington County ,,,4,F,,,N,,,24
2014-2015,DIV,7,Arlington County ,,,4,F,,,Y,,,33
2014-2015,DIV,7,Arlington County ,,,4,F,,,,,,57
2014-2015,DIV,7,Arlington County ,,,4,M,N,N,N,,,21
2014-2015,DIV,7,Arlington County ,,,4,M,N,N,Y,,,20
2014-2015,DIV,7,Arlington County ,,,4,M,N,N,,,,41
2014-2015,DIV,7,Arlington County ,,,4,M,N,,N,,,25
2014-2015,DIV,7,Arlington County ,,,4,M,N,,Y,,,22
2014-2015,DIV,7,Arlington County ,,,4,M,N,,,,,47
2014-2015,DIV,7,Arlington County ,,,4,M,Y,N,,,,11
2014-2015,DIV,7,Arlington County ,,,4,M,Y,,,,,17
2014-2015,DIV,7,Arlington County ,,,4,M,,N,N,,,27
2014-2015,DIV,7,Arlington County ,,,4,M,,N,Y,,,25
2014-2015,DIV,7,Arlington County ,,,4,M,,N,,,,52
2014-2015,DIV,7,Arlington County ,,,4,M,,Y,,,,12
2014-2015,DIV,7,Arlington County ,,,4,M,,,N,,,33
2014-2015,DIV,7,Arlington County ,,,4,M,,,Y,,,31
2014-2015,DIV,7,Arlington County ,,,4,M,,,,,,64
2014-2015,DIV,7,Arlington County ,,,4,,N,N,N,,,38
2014-2015,DIV,7,Arlington County ,,,4,,N,N,Y,,,40
2014-2015,DIV,7,Arlington County ,,,4,,N,N,,,,78
2014-2015,DIV,7,Arlington County ,,,4,,N,Y,,,,15
2014-2015,DIV,7,Arlington County ,,,4,,N,,N,,,43
2014-2015,DIV,7,Arlington County ,,,4,,N,,Y,,,50
2014-2015,DIV,7,Arlington County ,,,4,,N,,,,,93
2014-2015,DIV,7,Arlington County ,,,4,,Y,N,N,,,11
2014-2015,DIV,7,Arlington County ,,,4,,Y,N,,,,19
2014-2015,DIV,7,Arlington County ,,,4,,Y,,N,,,14
2014-2015,DIV,7,Arlington County ,,,4,,Y,,Y,,,14
2014-2015,DIV,7,Arlington County ,,,4,,Y,,,,,28
2014-2015,DIV,7,Arlington County ,,,4,,,N,N,,,49
2014-2015,DIV,7,Arlington County ,,,4,,,N,Y,,,48
2014-2015,DIV,7,Arlington County ,,,4,,,N,,,,97
2014-2015,DIV,7,Arlington County ,,,4,,,Y,Y,,,16
2014-2015,DIV,7,Arlington County ,,,4,,,Y,,,,24
2014-2015,DIV,7,Arlington County ,,,4,,,,N,,,57
2014-2015,DIV,7,Arlington County ,,,4,,,,Y,,,64
2014-2015,DIV,7,Arlington County ,,,4,,,,,,,121
2014-2015,DIV,7,Arlington County ,,,5,F,N,N,N,,,25
2014-2015,DIV,7,Arlington County ,,,5,F,N,N,,,,27
2014-2015,DIV,7,Arlington County ,,,5,F,N,,N,,,25
2014-2015,DIV,7,Arlington County ,,,5,F,N,,,,,27
2014-2015,DIV,7,Arlington County ,,,5,F,,N,N,,,28
2014-2015,DIV,7,Arlington County ,,,5,F,,N,,,,31
2014-2015,DIV,7,Arlington County ,,,5,F,,,N,,,28
2014-2015,DIV,7,Arlington County ,,,5,F,,,,,,31
2014-2015,DIV,7,Arlington County ,,,5,M,N,N,N,,,55
2014-2015,DIV,7,Arlington County ,,,5,M,N,N,,,,57
2014-2015,DIV,7,Arlington County ,,,5,M,N,,N,,,56
2014-2015,DIV,7,Arlington County ,,,5,M,N,,,,,58
2014-2015,DIV,7,Arlington County ,,,5,M,Y,N,N,,,13
2014-2015,DIV,7,Arlington County ,,,5,M,Y,N,,,,13
2014-2015,DIV,7,Arlington County ,,,5,M,Y,,N,,,14
2014-2015,DIV,7,Arlington County ,,,5,M,Y,,,,,14
2014-2015,DIV,7,Arlington County ,,,5,M,,N,N,,,68
2014-2015,DIV,7,Arlington County ,,,5,M,,N,,,,70
2014-2015,DIV,7,Arlington County ,,,5,M,,,N,,,70
2014-2015,DIV,7,Arlington County ,,,5,M,,,,,,72
2014-2015,DIV,7,Arlington County ,,,5,,N,N,N,,,80
2014-2015,DIV,7,Arlington County ,,,5,,N,N,,,,84
2014-2015,DIV,7,Arlington County ,,,5,,N,,N,,,81
2014-2015,DIV,7,Arlington County ,,,5,,N,,,,,85
2014-2015,DIV,7,Arlington County ,,,5,,Y,N,N,,,16
2014-2015,DIV,7,Arlington County ,,,5,,Y,N,,,,17
2014-2015,DIV,7,Arlington County ,,,5,,Y,,N,,,17
2014-2015,DIV,7,Arlington County ,,,5,,Y,,,,,18
2014-2015,DIV,7,Arlington County ,,,5,,,N,N,,,96
2014-2015,DIV,7,Arlington County ,,,5,,,N,,,,101
2014-2015,DIV,7,Arlington County ,,,5,,,,N,,,98
2014-2015,DIV,7,Arlington County ,,,5,,,,,,,103
2014-2015,DIV,7,Arlington County ,,,99,,,N,,,,12
2014-2015,DIV,7,Arlington County ,,,99,,,,,,,12
2014-2015,DIV,7,Arlington County ,,,,F,N,N,N,,,56
2014-2015,DIV,7,Arlington County ,,,,F,N,N,Y,,,33
2014-2015,DIV,7,Arlington County ,,,,F,N,N,,,,89
2014-2015,DIV,7,Arlington County ,,,,F,N,,N,,,57
2014-2015,DIV,7,Arlington County ,,,,F,N,,Y,,,41
2014-2015,DIV,7,Arlington County ,,,,F,N,,,,,98
2014-2015,DIV,7,Arlington County ,,,,F,Y,N,N,,,11
2014-2015,DIV,7,Arlington County ,,,,F,Y,N,,,,17
2014-2015,DIV,7,Arlington County ,,,,F,Y,,N,,,12
2014-2015,DIV,7,Arlington County ,,,,F,Y,,,,,21
2014-2015,DIV,7,Arlington County ,,,,F,,N,N,,,67
2014-2015,DIV,7,Arlington County ,,,,F,,N,Y,,,39
2014-2015,DIV,7,Arlington County ,,,,F,,N,,,,106
2014-2015,DIV,7,Arlington County ,,,,F,,Y,Y,,,11
2014-2015,DIV,7,Arlington County ,,,,F,,Y,,,,13
2014-2015,DIV,7,Arlington County ,,,,F,,,N,,,69
2014-2015,DIV,7,Arlington County ,,,,F,,,Y,,,50
2014-2015,DIV,7,Arlington County ,,,,F,,,,,,119
2014-2015,DIV,7,Arlington County ,,,,M,N,N,N,,,103
2014-2015,DIV,7,Arlington County ,,,,M,N,N,Y,,,37
2014-2015,DIV,7,Arlington County ,,,,M,N,N,,,,140
2014-2015,DIV,7,Arlington County ,,,,M,N,Y,,,,11
2014-2015,DIV,7,Arlington County ,,,,M,N,,N,,,108
2014-2015,DIV,7,Arlington County ,,,,M,N,,Y,,,43
2014-2015,DIV,7,Arlington County ,,,,M,N,,,,,151
2014-2015,DIV,7,Arlington County ,,,,M,Y,N,N,,,23
2014-2015,DIV,7,Arlington County ,,,,M,Y,N,Y,,,11
2014-2015,DIV,7,Arlington County ,,,,M,Y,N,,,,34
2014-2015,DIV,7,Arlington County ,,,,M,Y,,N,,,27
2014-2015,DIV,7,Arlington County ,,,,M,Y,,Y,,,16
2014-2015,DIV,7,Arlington County ,,,,M,Y,,,,,43
2014-2015,DIV,7,Arlington County ,,,,M,,N,N,,,126
2014-2015,DIV,7,Arlington County ,,,,M,,N,Y,,,48
2014-2015,DIV,7,Arlington County ,,,,M,,N,,,,174
2014-2015,DIV,7,Arlington County ,,,,M,,Y,Y,,,11
2014-2015,DIV,7,Arlington County ,,,,M,,Y,,,,20
2014-2015,DIV,7,Arlington County ,,,,M,,,N,,,135
2014-2015,DIV,7,Arlington County ,,,,M,,,Y,,,59
2014-2015,DIV,7,Arlington County ,,,,M,,,,,,194
2014-2015,DIV,7,Arlington County ,,,,,N,N,N,,,159
2014-2015,DIV,7,Arlington County ,,,,,N,N,Y,,,70
2014-2015,DIV,7,Arlington County ,,,,,N,N,,,,229
2014-2015,DIV,7,Arlington County ,,,,,N,Y,Y,,,14
